3783 24186
942 26 0.0069930070
943 26 0.0069930070
1137 26 0.0069930070
1711 26 0.0069930070
284 26 0.0069930070
1021 26 0.0069930070
231 26 0.0069930070
2336 26 0.0057215512
59 26 0.0057215512
2358 26 0.0044500954
7598 26 0.0000000000
7602 26 0.0000000000
26 279 0.1000000000
26 88 0.0438596491
26 29 0.0184466019
26 93 0.0387096774
26 47 0.0285714286
26 242 0.0704225352
26 112 0.0541516245
26 308 0.1021897810
26 2280 0.2692307692
26 32 0.0159453303
26 67 0.0199146515
26 245 0.0459363958
26 111 0.0397553517
26 7514 0.1733333333
26 27 0.0121722846
26 166 0.0247619048
26 33 0.0096510765
26 190 0.0418006431
26 348 0.0844155844
26 52 0.0190336750
26 485 0.1111111111
26 211 0.0408805031
26 49 0.0169731259
26 116 0.0224299065
26 191 0.0459770115
26 262 0.0659340659
26 7595 0.0295566502
26 268 0.0662983425
26 51 0.0147420147
26 70 0.0200668896
26 373 0.0697674419
26 83 0.0218181818
26 100 0.0322580645
26 1138 0.2608695652
26 318 0.0681818182
26 933 0.1764705882
26 1030 0.2105263158
26 386 0.0916030534
26 133 0.0281030445
26 277 0.0461538462
26 145 0.0134680135
26 75 0.0195439739
26 589 0.1428571429
26 142 0.0234375000
26 1294 0.4800000000
26 1128 0.2608695652
26 683 0.1463414634
26 125 0.0157142857
26 7516 0.3142857143
26 207 0.0480349345
26 3304 1.0000000000
26 173 0.0302197802
26 73 0.0176000000
26 266 0.0521327014
26 2389 0.5000000000
26 128 0.0282776350
26 1876 0.4782608696
26 666 0.0833333333
26 2372 0.5000000000
26 247 0.0516431925
26 2650 1.0000000000
26 248 0.0601092896
26 391 0.0683229814
26 172 0.0319767442
26 229 0.0564102564
26 760 0.3548387097
26 494 0.0940170940
26 975 0.1617647059
26 6369 0.1571428571
26 1568 0.2500000000
26 1175 0.2391304348
26 286 0.0691823899
26 1059 0.1428571429
26 1035 0.1929824561
26 333 0.0709677419
26 295 0.0395683453
26 244 0.0287206266
26 199 0.0354838710
26 330 0.0564102564
26 62 0.0213178295
26 5342 0.0282051282
26 216 0.0506912442
26 804 0.1375000000
26 219 0.0383275261
26 272 0.0297297297
26 38 0.0149253731
26 85 0.0132850242
26 66 0.0214424951
26 941 0.0743243243
26 350 0.0597826087
26 1501 0.3235294118
26 69 0.0140664962
26 55 0.0244444444
26 1309 0.2444444444
26 798 0.0134146341
26 632 0.0894308943
26 777 0.0733333333
26 547 0.0758620690
26 45 0.0142671855
26 505 0.0808823529
26 193 0.0478260870
26 305 0.0588235294
26 943 0.1617647059
26 35 0.0112244898
26 1137 0.1666666667
26 1711 0.3333333333
26 613 0.0635838150
26 284 0.0526315789
26 132 0.0326409496
26 1021 0.1929824561
26 231 0.0597826087
26 155 0.0262529833
26 7579 0.1212121212
26 7578 0.0000000000
26 177 0.0000000000
26 7604 0.0000000000
26 7602 0.0000000000
26 816 0.0000000000
26 7603 0.0000000000
56 27 0.0187265918
754 27 0.0187265918
7595 27 0.0149812734
267 27 0.0149812734
125 27 0.0140449438
2328 27 0.0140449438
333 27 0.0140449438
517 27 0.0140449438
36 27 0.0131086142
199 27 0.0131086142
973 27 0.0131086142
123 27 0.0131086142
222 27 0.0121722846
34 27 0.0121722846
58 27 0.0121722846
6736 27 0.0121722846
103 27 0.0121722846
29 27 0.0121722846
591 27 0.0121722846
645 27 0.0121722846
1362 27 0.0121722846
1179 27 0.0121722846
105 27 0.0112359551
81 27 0.0112359551
2387 27 0.0112359551
290 27 0.0112359551
877 27 0.0112359551
557 27 0.0112359551
371 27 0.0112359551
47 27 0.0112359551
2336 27 0.0112359551
88 27 0.0112359551
2330 27 0.0112359551
7431 27 0.0112359551
519 27 0.0112359551
937 27 0.0112359551
321 27 0.0102996255
1127 27 0.0102996255
280 27 0.0102996255
7591 27 0.0102996255
2418 27 0.0102996255
118 27 0.0102996255
104 27 0.0102996255
706 27 0.0102996255
82 27 0.0102996255
825 27 0.0102996255
617 27 0.0102996255
87 27 0.0102996255
702 27 0.0102996255
1772 27 0.0102996255
7585 27 0.0102996255
336 27 0.0102996255
1130 27 0.0102996255
6667 27 0.0102996255
1566 27 0.0102996255
110 27 0.0102996255
6317 27 0.0102996255
172 27 0.0102996255
3074 27 0.0102996255
6290 27 0.0102996255
585 27 0.0102996255
253 27 0.0102996255
1187 27 0.0102996255
886 27 0.0102996255
96 27 0.0102996255
6131 27 0.0102996255
92 27 0.0102996255
67 27 0.0102996255
3166 27 0.0102996255
1055 27 0.0102996255
3156 27 0.0102996255
142 27 0.0102996255
177 27 0.0102996255
3145 27 0.0102996255
7554 27 0.0102996255
3134 27 0.0102996255
641 27 0.0102996255
1346 27 0.0102996255
492 27 0.0102996255
30 27 0.0102996255
27 56 0.0458715596
27 754 0.1192052980
27 267 0.1134751773
27 333 0.0967741935
27 36 0.0153172867
27 199 0.0451612903
27 123 0.0358056266
27 222 0.0410094637
27 103 0.0259481038
27 591 0.1140350877
27 645 0.0710382514
27 973 0.2708333333
27 125 0.0185714286
27 34 0.0139372822
27 58 0.0134529148
27 105 0.0255319149
27 81 0.0254237288
27 290 0.0463320463
27 877 0.1739130435
27 110 0.0317460317
27 29 0.0116504854
27 371 0.0625000000
27 47 0.0214285714
27 88 0.0263157895
27 519 0.0722891566
27 1179 0.1818181818
27 321 0.0625000000
27 1127 0.1666666667
27 280 0.0458333333
27 2418 0.5000000000
27 118 0.0260047281
27 104 0.0244444444
27 706 0.0982142857
27 82 0.0210727969
27 825 0.1222222222
27 617 0.0973451327
27 87 0.0178282010
27 702 0.0982142857
27 336 0.0709677419
27 172 0.0319767442
27 585 0.0714285714
27 557 0.1047619048
27 253 0.0495495495
27 1187 0.1666666667
27 886 0.1594202899
27 96 0.0218253968
27 92 0.0194690265
27 67 0.0156472262
27 2336 0.0254629630
27 1055 0.2972972973
27 1362 0.4400000000
27 142 0.0214843750
27 177 0.0054374691
27 641 0.0601092896
27 492 0.0940170940
27 30 0.0102803738
314 28 0.0280504909
1458 28 0.0280504909
254 28 0.0280504909
327 28 0.0280504909
89 28 0.0280504909
1249 28 0.0280504909
195 28 0.0280504909
726 28 0.0280504909
130 28 0.0280504909
37 28 0.0210378682
1455 28 0.0210378682
2602 28 0.0210378682
76 28 0.0210378682
1674 28 0.0210378682
7564 28 0.0196353436
275 28 0.0182328191
406 28 0.0182328191
2028 28 0.0182328191
2022 28 0.0182328191
489 28 0.0168302945
7561 28 0.0168302945
1450 28 0.0168302945
2031 28 0.0168302945
7394 28 0.0168302945
1255 28 0.0168302945
102 28 0.0168302945
955 28 0.0154277700
485 28 0.0154277700
7328 28 0.0154277700
132 28 0.0154277700
671 28 0.0154277700
1267 28 0.0154277700
2064 28 0.0154277700
677 28 0.0154277700
322 28 0.0154277700
1120 28 0.0154277700
2620 28 0.0154277700
401 28 0.0154277700
931 28 0.0154277700
857 28 0.0154277700
670 28 0.0154277700
1237 28 0.0154277700
1117 28 0.0154277700
2604 28 0.0154277700
408 28 0.0154277700
1449 28 0.0154277700
2029 28 0.0154277700
675 28 0.0154277700
580 28 0.0154277700
2585 28 0.0154277700
50 28 0.0154277700
514 28 0.0154277700
1007 28 0.0154277700
28 314 0.0970873786
28 195 0.1333333333
28 37 0.0246710526
28 130 0.0301204819
28 1455 0.5416666667
28 406 0.0684210526
28 7564 0.0145903479
28 1674 1.0000000000
28 1255 0.3714285714
28 102 0.0316301703
28 7328 0.1100917431
28 327 0.0774193548
28 670 0.1463414634
28 1117 0.2142857143
28 1450 0.3529411765
28 275 0.0750000000
28 2028 1.0000000000
28 2031 0.3750000000
28 2022 1.0000000000
28 489 0.1264367816
28 80 0.0260663507
28 955 0.1410256410
28 485 0.0940170940
28 132 0.0326409496
28 2064 0.5000000000
28 931 0.1896551724
28 857 0.1392405063
28 89 0.0194346290
28 1249 0.1047619048
28 2602 1.0000000000
28 2604 1.0000000000
28 76 0.0286458333
28 408 0.0478260870
28 1449 0.2500000000
28 2029 0.5000000000
28 675 0.1341463415
28 580 0.0763888889
28 2585 1.0000000000
28 50 0.0156250000
28 514 0.0948275862
28 7394 0.1964285714
28 726 0.3548387097
28 1007 0.2972972973
28 7561 0.0000000000
208 29 0.0145631068
178 29 0.0145631068
125 29 0.0135922330
207 29 0.0135922330
34 29 0.0135922330
242 29 0.0135922330
123 29 0.0135922330
124 29 0.0135922330
43 29 0.0135922330
177 29 0.0135922330
2385 29 0.0126213592
83 29 0.0126213592
32 29 0.0126213592
85 29 0.0126213592
106 29 0.0126213592
249 29 0.0116504854
280 29 0.0116504854
222 29 0.0116504854
155 29 0.0116504854
158 29 0.0116504854
491 29 0.0116504854
201 29 0.0116504854
102 29 0.0116504854
1188 29 0.0116504854
111 29 0.0116504854
95 29 0.0116504854
684 29 0.0116504854
228 29 0.0116504854
747 29 0.0116504854
116 29 0.0116504854
1046 29 0.0116504854
122 29 0.0116504854
319 29 0.0116504854
411 29 0.0116504854
110 29 0.0116504854
360 29 0.0116504854
58 29 0.0106796117
88 29 0.0106796117
526 29 0.0106796117
173 29 0.0106796117
496 29 0.0106796117
983 29 0.0106796117
981 29 0.0106796117
3264 29 0.0106796117
174 29 0.0106796117
509 29 0.0106796117
7595 29 0.0106796117
63 29 0.0106796117
1797 29 0.0106796117
1159 29 0.0106796117
373 29 0.0106796117
33 29 0.0106796117
278 29 0.0106796117
1056 29 0.0106796117
885 29 0.0106796117
53 29 0.0106796117
113 29 0.0106796117
287 29 0.0106796117
5342 29 0.0106796117
89 29 0.0106796117
154 29 0.0106796117
1794 29 0.0106796117
7512 29 0.0106796117
787 29 0.0106796117
136 29 0.0106796117
7426 29 0.0106796117
960 29 0.0106796117
614 29 0.0106796117
205 29 0.0106796117
142 29 0.0106796117
1149 29 0.0106796117
135 29 0.0106796117
29 242 0.0704225352
29 208 0.0793650794
29 83 0.0254545455
29 43 0.0155038760
29 123 0.0332480818
29 124 0.0209677419
29 222 0.0378548896
29 32 0.0136674260
29 155 0.0286396181
29 2385 1.0000000000
29 1188 0.3333333333
29 278 0.0600000000
29 684 0.1304347826
29 228 0.0510638298
29 747 0.1081081081
29 178 0.0349854227
29 116 0.0224299065
29 122 0.0314960630
29 411 0.0750000000
29 496 0.1134020619
29 207 0.0480349345
29 158 0.0394265233
29 983 0.1617647059
29 981 0.2291666667
29 3264 1.0000000000
29 174 0.0339506173
29 509 0.0873015873
29 201 0.0552763819
29 102 0.0267639903
29 7595 0.0270935961
29 373 0.0639534884
29 111 0.0336391437
29 33 0.0081662955
29 1056 0.2340425532
29 885 0.1009174312
29 95 0.0101476015
29 113 0.0236051502
29 287 0.0552763819
29 89 0.0194346290
29 1794 0.2075471698
29 7512 0.0666666667
29 787 0.1375000000
29 136 0.0284974093
29 7426 0.5000000000
29 1046 0.2340425532
29 960 0.1250000000
29 614 0.0569948187
29 319 0.0591397849
29 205 0.0355987055
29 85 0.0132850242
29 142 0.0214843750
29 110 0.0291005291
29 360 0.0493273543
29 1149 0.1666666667
29 177 0.0029658922
244 30 0.0186915888
124 30 0.0149532710
308 30 0.0140186916
572 30 0.0140186916
320 30 0.0140186916
172 30 0.0140186916
319 30 0.0140186916
1195 30 0.0130841121
1517 30 0.0130841121
7380 30 0.0121495327
111 30 0.0121495327
7595 30 0.0121495327
116 30 0.0121495327
5342 30 0.0121495327
114 30 0.0112149533
1589 30 0.0112149533
1197 30 0.0112149533
1043 30 0.0112149533
882 30 0.0112149533
1063 30 0.0112149533
56 30 0.0112149533
112 30 0.0112149533
2256 30 0.0112149533
197 30 0.0112149533
266 30 0.0112149533
487 30 0.0112149533
689 30 0.0112149533
412 30 0.0112149533
42 30 0.0112149533
58 30 0.0102803738
179 30 0.0102803738
173 30 0.0102803738
96 30 0.0102803738
7516 30 0.0102803738
1421 30 0.0102803738
123 30 0.0102803738
1691 30 0.0102803738
345 30 0.0102803738
757 30 0.0102803738
3191 30 0.0102803738
3164 30 0.0102803738
207 30 0.0102803738
1840 30 0.0102803738
1184 30 0.0102803738
1552 30 0.0102803738
431 30 0.0102803738
1059 30 0.0102803738
1732 30 0.0102803738
296 30 0.0102803738
227 30 0.0102803738
103 30 0.0102803738
1540 30 0.0102803738
703 30 0.0102803738
3100 30 0.0102803738
748 30 0.0102803738
3080 30 0.0102803738
1346 30 0.0102803738
1796 30 0.0102803738
36 30 0.0102803738
1342 30 0.0102803738
750 30 0.0102803738
627 30 0.0102803738
136 30 0.0102803738
162 30 0.0102803738
964 30 0.0102803738
198 30 0.0102803738
523 30 0.0102803738
177 30 0.0102803738
1513 30 0.0102803738
370 30 0.0102803738
876 30 0.0102803738
278 30 0.0102803738
43 30 0.0102803738
2970 30 0.0102803738
1336 30 0.0102803738
686 30 0.0102803738
456 30 0.0102803738
2972 30 0.0102803738
33 30 0.0102803738
90 30 0.0102803738
145 30 0.0102803738
30 188 0.0464037123
30 95 0.0184501845
30 345 0.1298701299
30 308 0.1313868613
30 320 0.0852272727
30 172 0.0436046512
30 319 0.0806451613
30 572 0.1489361702
30 318 0.0738636364
30 1197 0.2826086957
30 124 0.0209677419
30 116 0.0242990654
30 197 0.0351351351
30 245 0.0424028269
30 1195 0.1578947368
30 597 0.0895522388
30 56 0.0275229358
30 750 0.2352941176
30 112 0.0433212996
30 2256 1.0000000000
30 145 0.0134680135
30 278 0.0600000000
30 266 0.0568720379
30 5342 0.0307692308
30 487 0.0552995392
30 689 0.1304347826
30 42 0.0128755365
30 47 0.0196428571
30 173 0.0302197802
30 1589 0.3235294118
30 1043 0.1134020619
30 7516 0.3142857143
30 1421 0.3235294118
30 123 0.0281329923
30 31 0.0123873874
30 111 0.0336391437
30 82 0.0210727969
30 1691 0.0541871921
30 757 0.1358024691
30 1063 0.1641791045
30 3191 1.0000000000
30 114 0.0252293578
30 244 0.0287206266
30 3164 1.0000000000
30 207 0.0480349345
30 1840 0.3333333333
30 1184 0.1964285714
30 1552 0.4583333333
30 431 0.0650887574
30 1059 0.1428571429
30 1732 0.3333333333
30 643 0.1067961165
30 103 0.0219560878
30 1540 0.3235294118
30 703 0.0901639344
30 5679 0.1000000000
30 3100 1.0000000000
30 32 0.0125284738
30 748 0.0607734807
30 3080 1.0000000000
30 53 0.0223123732
30 1346 0.2000000000
30 1796 0.3333333333
30 36 0.0120350109
30 1342 0.2000000000
30 882 0.1111111111
30 228 0.0468085106
30 627 0.1067961165
30 136 0.0284974093
30 162 0.0371621622
30 964 0.1617647059
30 198 0.0500000000
30 523 0.0948275862
30 1513 0.3235294118
30 370 0.0639534884
30 876 0.0614525140
30 43 0.0121816168
30 41 0.0129564193
30 2970 1.0000000000
30 1336 0.2000000000
30 159 0.0383275261
30 456 0.0932203390
30 2972 1.0000000000
30 412 0.0578947368
30 33 0.0081662955
30 90 0.0181518152
30 7558 0.2647058824
30 686 0.0803571429
30 1517 0.1406250000
30 7391 0.1851851852
30 7380 0.0735294118
30 177 0.0024715769
30 7595 0.0098522167
30 7565 0.0000000000
30 7341 0.0000000000
30 7421 0.0000000000
30 623 0.0000000000
30 7579 0.0000000000
30 314 0.0000000000
30 7432 0.0000000000
30 1103 0.0000000000
30 256 0.0000000000
30 142 0.0000000000
30 285 0.0000000000
30 119 0.0000000000
30 7600 0.0000000000
30 7604 0.0000000000
30 296 0.0000000000
30 7603 0.0000000000
30 5533 0.0000000000
30 7517 0.0000000000
30 7536 0.0000000000
92 31 0.0225225225
429 31 0.0213963964
401 31 0.0180180180
105 31 0.0168918919
642 31 0.0168918919
37 31 0.0168918919
174 31 0.0157657658
185 31 0.0146396396
36 31 0.0146396396
1134 31 0.0146396396
47 31 0.0146396396
45 31 0.0146396396
87 31 0.0135135135
85 31 0.0135135135
412 31 0.0135135135
59 31 0.0135135135
154 31 0.0135135135
95 31 0.0135135135
7590 31 0.0135135135
962 31 0.0135135135
1040 31 0.0135135135
146 31 0.0135135135
42 31 0.0135135135
131 31 0.0135135135
58 31 0.0123873874
96 31 0.0123873874
286 31 0.0123873874
49 31 0.0123873874
136 31 0.0123873874
1569 31 0.0123873874
250 31 0.0123873874
345 31 0.0123873874
700 31 0.0123873874
166 31 0.0123873874
2977 31 0.0123873874
278 31 0.0123873874
97 31 0.0123873874
137 31 0.0123873874
306 31 0.0123873874
319 31 0.0123873874
177 31 0.0123873874
219 31 0.0123873874
1146 31 0.0123873874
161 31 0.0123873874
1736 31 0.0123873874
779 31 0.0123873874
140 31 0.0123873874
108 31 0.0123873874
109 31 0.0123873874
566 31 0.0123873874
379 31 0.0123873874
2336 31 0.0101351351
82 31 0.0101351351
222 31 0.0101351351
31 188 0.0394431555
31 105 0.0319148936
31 429 0.2173913043
31 45 0.0194552529
31 59 0.0289532294
31 92 0.0230088496
31 47 0.0232142857
31 401 0.0812500000
31 36 0.0131291028
31 136 0.0310880829
31 174 0.0370370370
31 154 0.0245398773
31 642 0.1643835616
31 42 0.0128755365
31 779 0.2400000000
31 65 0.0189573460
31 37 0.0197368421
31 96 0.0218253968
31 286 0.0691823899
31 1569 0.4583333333
31 95 0.0101476015
31 250 0.0604395604
31 345 0.0714285714
31 700 0.1078431373
31 7590 0.4782608696
31 962 0.1617647059
31 2977 1.0000000000
31 1040 0.1929824561
31 219 0.0383275261
31 1134 0.1964285714
31 1146 0.2391304348
31 146 0.0274314214
31 161 0.0277078086
31 140 0.0294906166
31 109 0.0230125523
31 566 0.1170212766
31 379 0.0643274854
31 177 0.0000000000
43 32 0.0227790433
124 32 0.0216400911
177 32 0.0193621868
105 32 0.0170842825
2389 32 0.0170842825
36 32 0.0170842825
90 32 0.0159453303
201 32 0.0159453303
58 32 0.0148063781
88 32 0.0148063781
34 32 0.0148063781
166 32 0.0148063781
214 32 0.0148063781
1506 32 0.0148063781
52 32 0.0148063781
67 32 0.0148063781
796 32 0.0148063781
173 32 0.0136674260
219 32 0.0136674260
49 32 0.0136674260
107 32 0.0136674260
696 32 0.0136674260
203 32 0.0136674260
185 32 0.0136674260
102 32 0.0136674260
521 32 0.0136674260
798 32 0.0136674260
118 32 0.0125284738
191 32 0.0125284738
245 32 0.0125284738
163 32 0.0125284738
2365 32 0.0125284738
73 32 0.0125284738
40 32 0.0125284738
154 32 0.0125284738
3312 32 0.0125284738
237 32 0.0125284738
287 32 0.0125284738
1064 32 0.0125284738
307 32 0.0125284738
95 32 0.0125284738
1536 32 0.0125284738
190 32 0.0125284738
142 32 0.0125284738
2244 32 0.0125284738
178 32 0.0125284738
66 32 0.0125284738
136 32 0.0125284738
103 32 0.0125284738
371 32 0.0125284738
265 32 0.0125284738
393 32 0.0125284738
70 32 0.0125284738
7442 32 0.0125284738
1774 32 0.0125284738
7411 32 0.0125284738
257 32 0.0125284738
485 32 0.0125284738
32 43 0.0221483942
32 173 0.0412087912
32 105 0.0319148936
32 124 0.0241935484
32 36 0.0153172867
32 214 0.0522388060
32 90 0.0231023102
32 201 0.0703517588
32 58 0.0145739910
32 88 0.0285087719
32 166 0.0247619048
32 1506 0.5416666667
32 52 0.0190336750
32 67 0.0184921764
32 2365 1.0000000000
32 34 0.0139372822
32 49 0.0169731259
32 107 0.0308483290
32 142 0.0234375000
32 203 0.0401337793
32 521 0.1578947368
32 118 0.0260047281
32 191 0.0421455939
32 163 0.0308988764
32 245 0.0388692580
32 40 0.0117021277
32 59 0.0244988864
32 154 0.0224948875
32 3312 1.0000000000
32 366 0.0774647887
32 237 0.0452674897
32 219 0.0383275261
32 73 0.0176000000
32 287 0.0552763819
32 1064 0.1929824561
32 307 0.1134020619
32 941 0.0743243243
32 190 0.0353697749
32 672 0.1078431373
32 2244 0.5000000000
32 178 0.0320699708
32 696 0.1195652174
32 66 0.0214424951
32 136 0.0284974093
32 185 0.0273631841
32 103 0.0219560878
32 371 0.0572916667
32 102 0.0267639903
32 265 0.0683229814
32 393 0.0575916230
32 70 0.0183946488
32 7442 0.3548387097
32 1774 0.3333333333
32 7411 0.2500000000
32 2134 0.5000000000
32 257 0.0639534884
32 2132 0.5000000000
32 485 0.0940170940
32 177 0.0044488384
32 7583 0.2368421053
32 798 0.0109756098
32 796 0.0900000000
253 33 0.0148478099
1283 33 0.0111358575
177 33 0.0103934670
431 33 0.0096510765
95 33 0.0096510765
1513 33 0.0096510765
487 33 0.0096510765
7499 33 0.0096510765
105 33 0.0089086860
649 33 0.0089086860
115 33 0.0089086860
7398 33 0.0089086860
199 33 0.0089086860
43 33 0.0089086860
136 33 0.0089086860
1796 33 0.0089086860
350 33 0.0089086860
204 33 0.0089086860
2878 33 0.0089086860
1144 33 0.0089086860
629 33 0.0089086860
2122 33 0.0089086860
1280 33 0.0089086860
183 33 0.0089086860
111 33 0.0081662955
824 33 0.0081662955
58 33 0.0081662955
2968 33 0.0081662955
974 33 0.0081662955
81 33 0.0081662955
326 33 0.0081662955
290 33 0.0081662955
1882 33 0.0081662955
1191 33 0.0081662955
87 33 0.0081662955
376 33 0.0081662955
34 33 0.0081662955
7341 33 0.0081662955
459 33 0.0081662955
208 33 0.0081662955
88 33 0.0081662955
641 33 0.0081662955
244 33 0.0081662955
971 33 0.0081662955
71 33 0.0081662955
703 33 0.0081662955
1833 33 0.0081662955
7428 33 0.0081662955
112 33 0.0081662955
228 33 0.0081662955
7513 33 0.0081662955
2252 33 0.0081662955
1788 33 0.0081662955
1166 33 0.0081662955
960 33 0.0081662955
320 33 0.0081662955
137 33 0.0081662955
295 33 0.0081662955
587 33 0.0081662955
154 33 0.0081662955
553 33 0.0081662955
623 33 0.0081662955
1038 33 0.0081662955
503 33 0.0081662955
2932 33 0.0081662955
550 33 0.0081662955
1762 33 0.0081662955
1502 33 0.0081662955
1760 33 0.0081662955
370 33 0.0081662955
739 33 0.0081662955
1314 33 0.0081662955
1137 33 0.0081662955
635 33 0.0081662955
255 33 0.0081662955
482 33 0.0081662955
69 33 0.0081662955
65 33 0.0081662955
70 33 0.0081662955
2150 33 0.0081662955
2809 33 0.0081662955
146 33 0.0081662955
1139 33 0.0081662955
305 33 0.0081662955
1136 33 0.0081662955
735 33 0.0081662955
42 33 0.0081662955
7372 33 0.0081662955
1476 33 0.0081662955
544 33 0.0081662955
841 33 0.0081662955
77 33 0.0081662955
1130 33 0.0081662955
48 33 0.0081662955
408 33 0.0081662955
312 33 0.0081662955
2007 33 0.0081662955
167 33 0.0081662955
2596 33 0.0081662955
540 33 0.0081662955
404 33 0.0081662955
33 34 0.0150987224
33 177 0.0064260999
33 487 0.0599078341
33 629 0.1397849462
33 1280 0.3714285714
33 111 0.0366972477
33 105 0.0255319149
33 649 0.0784313725
33 115 0.0237154150
33 88 0.0263157895
33 431 0.0710059172
33 971 0.3157894737
33 199 0.0387096774
33 112 0.0433212996
33 43 0.0132890365
33 95 0.0110701107
33 136 0.0310880829
33 41 0.0141342756
33 1513 0.3529411765
33 350 0.0652173913
33 7565 0.0278422274
33 305 0.0641711230
33 42 0.0128755365
33 1283 0.2666666667
33 77 0.0220994475
33 253 0.0540540541
33 408 0.0521739130
33 312 0.0952380952
33 540 0.1043478261
33 183 0.0458015267
33 58 0.0123318386
33 362 0.0452674897
33 2968 1.0000000000
33 974 0.1896551724
33 125 0.0157142857
33 81 0.0233050847
33 3322 1.0000000000
33 326 0.0709677419
33 290 0.0424710425
33 1882 0.3333333333
33 1191 0.1666666667
33 87 0.0178282010
33 376 0.0572916667
33 7398 0.1447368421
33 7341 0.1111111111
33 459 0.0859375000
33 208 0.0582010582
33 641 0.0601092896
33 244 0.0287206266
33 71 0.0357142857
33 703 0.0901639344
33 1833 0.3333333333
33 1349 0.2000000000
33 7428 0.5000000000
33 228 0.0468085106
33 964 0.1617647059
33 7513 0.2000000000
33 2252 0.5000000000
33 1796 0.3333333333
33 1788 0.3333333333
33 1166 0.1964285714
33 960 0.1250000000
33 320 0.0625000000
33 137 0.0328358209
33 1327 0.2000000000
33 295 0.0395683453
33 587 0.0763888889
33 154 0.0224948875
33 553 0.0666666667
33 623 0.0769230769
33 1038 0.1641791045
33 503 0.1037735849
33 2932 1.0000000000
33 550 0.0956521739
33 1762 0.2075471698
33 1760 0.0894308943
33 1502 0.2037037037
33 1766 0.3333333333
33 370 0.0639534884
33 1034 0.1428571429
33 204 0.0460251046
33 2878 1.0000000000
33 739 0.0780141844
33 50 0.0156250000
33 1314 0.2000000000
33 1754 0.3333333333
33 1137 0.1666666667
33 255 0.0295698925
33 635 0.1325301205
33 1144 0.1964285714
33 482 0.0866141732
33 7387 0.2340425532
33 69 0.0140664962
33 65 0.0173775671
33 70 0.0183946488
33 2150 0.5000000000
33 2809 1.0000000000
33 146 0.0274314214
33 1139 0.1666666667
33 1136 0.1666666667
33 735 0.1089108911
33 2122 0.5000000000
33 7372 0.1250000000
33 586 0.1170212766
33 870 0.1392405063
33 1476 0.3235294118
33 544 0.1294117647
33 841 0.1392405063
33 2105 0.5000000000
33 1130 0.2391304348
33 48 0.0155586987
33 2007 0.5000000000
33 167 0.0387323944
33 2596 1.0000000000
33 45 0.0142671855
33 798 0.0085365854
33 7499 0.1315789474
33 7604 0.0098039216
2414 34 0.0232288037
59 34 0.0232288037
120 34 0.0174216028
429 34 0.0174216028
291 34 0.0174216028
158 34 0.0162601626
205 34 0.0150987224
894 34 0.0150987224
2369 34 0.0150987224
197 34 0.0150987224
36 34 0.0139372822
141 34 0.0139372822
43 34 0.0139372822
92 34 0.0139372822
58 34 0.0139372822
288 34 0.0139372822
1863 34 0.0139372822
980 34 0.0139372822
1352 34 0.0139372822
351 34 0.0139372822
983 34 0.0139372822
128 34 0.0139372822
248 34 0.0139372822
249 34 0.0127758420
136 34 0.0127758420
123 34 0.0127758420
85 34 0.0127758420
207 34 0.0127758420
708 34 0.0127758420
88 34 0.0127758420
398 34 0.0127758420
3362 34 0.0127758420
416 34 0.0127758420
154 34 0.0127758420
1198 34 0.0127758420
308 34 0.0127758420
649 34 0.0127758420
490 34 0.0127758420
81 34 0.0127758420
131 34 0.0127758420
280 34 0.0127758420
397 34 0.0127758420
1381 34 0.0127758420
292 34 0.0127758420
585 34 0.0127758420
2378 34 0.0127758420
67 34 0.0127758420
125 34 0.0127758420
118 34 0.0127758420
7597 34 0.0127758420
290 34 0.0127758420
1378 34 0.0127758420
7525 34 0.0127758420
116 34 0.0127758420
320 34 0.0127758420
247 34 0.0127758420
208 34 0.0127758420
1861 34 0.0127758420
2350 34 0.0127758420
34 59 0.0378619154
34 120 0.0465838509
34 291 0.0880503145
34 158 0.0501792115
34 398 0.0718232044
34 429 0.1884057971
34 128 0.0334190231
34 2369 0.1413043478
34 2414 1.0000000000
34 43 0.0132890365
34 92 0.0212389381
34 58 0.0134529148
34 288 0.0308483290
34 1863 0.5217391304
34 205 0.0388349515
34 36 0.0131291028
34 67 0.0170697013
34 894 0.1739130435
34 351 0.0731707317
34 983 0.1764705882
34 248 0.0655737705
34 1861 0.5217391304
34 249 0.0352564103
34 141 0.0320699708
34 136 0.0284974093
34 123 0.0281329923
34 207 0.0480349345
34 88 0.0241228070
34 3362 0.3548387097
34 416 0.0733333333
34 154 0.0224948875
34 1198 0.2391304348
34 308 0.0802919708
34 649 0.0718954248
34 490 0.0866141732
34 81 0.0233050847
34 131 0.0291777188
34 280 0.0458333333
34 980 0.1617647059
34 397 0.0643274854
34 1381 0.3142857143
34 292 0.0460251046
34 585 0.0714285714
34 219 0.0383275261
34 1352 0.3142857143
34 2378 0.5000000000
34 125 0.0157142857
34 118 0.0260047281
34 335 0.0956521739
34 290 0.0424710425
34 1378 0.2444444444
34 7525 0.0982142857
34 116 0.0205607477
34 320 0.0625000000
34 247 0.0516431925
34 208 0.0582010582
34 197 0.0297297297
34 2350 0.5000000000
34 7597 0.1111111111
104 35 0.0204081633
2807 35 0.0204081633
114 35 0.0142857143
64 35 0.0142857143
86 35 0.0142857143
192 35 0.0142857143
